;article_name;authors;article_url;doi;volume_name;volumen_date;volume_url
466;Total factor productivity and the propagation of shocks: Empirical evidence and implications for the business cycle;['[Mayer, Eric]', '[Rüth, Sebastian]', '[Scharler, Johann]'];https://www.sciencedirect.com/science/article/pii/S0164070416301550;https://doi.org/10.1016/j.jmacro.2016.11.001;Volume 50 ;Pages 1-346 (December 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/50/suppl/C
467;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070416301483;https://doi.org/10.1016/S0164-0704(16)30148-3;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
468;Public investment, the rate of return, and optimal fiscal policy in a stochastically growing economy;['[Tamai, Toshiki]'];https://www.sciencedirect.com/science/article/pii/S0164070416300143;https://doi.org/10.1016/j.jmacro.2016.04.006;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
469;Have minutes helped to predict fed funds rate changes?;['[Jung, Alexander]'];https://www.sciencedirect.com/science/article/pii/S0164070416300167;https://doi.org/10.1016/j.jmacro.2016.04.008;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
470;Monetary policy and noise traders: A welfare analysis;['[Shin, Jong Kook]', '[Subramanian, Chetan]'];https://www.sciencedirect.com/science/article/pii/S0164070416300192;https://doi.org/10.1016/j.jmacro.2016.05.002;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
471;Misallocation and productivity in the lead up to the Eurozone crisis;['[Dias, Daniel A.]', '[Robalo Marques, Carlos]', '[Richmond, Christine]'];https://www.sciencedirect.com/science/article/pii/S0164070416300179;https://doi.org/10.1016/j.jmacro.2016.04.009;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
472;Uncertainty shocks in a model with mean-variance frontiers and endogenous technology choices;['[Mehkari, M. Saif]'];https://www.sciencedirect.com/science/article/pii/S0164070416300180;https://doi.org/10.1016/j.jmacro.2016.05.001;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
473;Monetary union with sticky prices and direct spillover channels;['[Schäfer, Benjamin]'];https://www.sciencedirect.com/science/article/pii/S0164070416300325;https://doi.org/10.1016/j.jmacro.2016.06.003;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
474;Fiscal limits in developing countries: A DSGE Approach;['[Bi, Huixin]', '[Shen, Wenyi]', '[Yang, Shu-Chun S.]'];https://www.sciencedirect.com/science/article/pii/S0164070416300313;https://doi.org/10.1016/j.jmacro.2016.06.002;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
475;Trade, finance or policies: What drives the cross-border spill-over of business cycles?;['[Montinari, Letizia]', '[Stracca, Livio]'];https://www.sciencedirect.com/science/article/pii/S0164070416300301;https://doi.org/10.1016/j.jmacro.2016.06.001;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
476;Medium-term fluctuations and the “Great Ratios” of economic growth;['[Groth, Christian]', '[Madsen, Jakob B.]'];https://www.sciencedirect.com/science/article/pii/S0164070416300337;https://doi.org/10.1016/j.jmacro.2016.07.001;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
477;Monetary policy and exchange rates: Further evidence using a new method for implementing sign restrictions;['[Fisher, Lance A.]', '[Huh, Hyeon-seung]'];https://www.sciencedirect.com/science/article/pii/S0164070416300350;https://doi.org/10.1016/j.jmacro.2016.07.003;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
478;Growth and parental preference for education in China;['[Chu, Angus C.]', '[Furukawa, Yuichi]', '[Zhu, Dongming]'];https://www.sciencedirect.com/science/article/pii/S0164070416300349;https://doi.org/10.1016/j.jmacro.2016.07.002;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
479;A heterogeneous agent exchange rate model with speculators and non-speculators;['[Elias, Christopher J.]'];https://www.sciencedirect.com/science/article/pii/S0164070416300386;https://doi.org/10.1016/j.jmacro.2016.07.006;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
480;Business uncertainty and investment: Evidence from Japanese companies;['[Morikawa, Masayuki]'];https://www.sciencedirect.com/science/article/pii/S0164070416300398;https://doi.org/10.1016/j.jmacro.2016.08.001;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
481;News shocks, nonseparable preferences, and optimal monetary policy;['[Langer, Viktoria C.E.]'];https://www.sciencedirect.com/science/article/pii/S0164070416300428;https://doi.org/10.1016/j.jmacro.2016.08.002;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
482;The timing of childbearing: The role of human capital and personal preferences;['[Lien, Hsien-Ming]', '[Wang, Ping]'];https://www.sciencedirect.com/science/article/pii/S0164070416300362;https://doi.org/10.1016/j.jmacro.2016.07.004;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
483;The growth impact of discretionary fiscal policy measures;['[Attinasi, Maria Grazia]', '[Klemm, Alexander]'];https://www.sciencedirect.com/science/article/pii/S0164070416300441;https://doi.org/10.1016/j.jmacro.2016.08.004;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
484;Robots and humans – complements or substitutes?;['[DeCanio, Stephen J.]'];https://www.sciencedirect.com/science/article/pii/S016407041630043X;https://doi.org/10.1016/j.jmacro.2016.08.003;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
485;Government debt maturity and debt dynamics in euro area countries;['[Equiza-Goñi, Juan]'];https://www.sciencedirect.com/science/article/pii/S016407041600015X;https://doi.org/10.1016/j.jmacro.2016.01.005;Volume 49 ;Pages 1-312 (September 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/49/suppl/C
486;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070416300210;https://doi.org/10.1016/S0164-0704(16)30021-0;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
487;Effects of incorrect specification on the finite sample properties of full and limited information estimators in DSGE models;['[Giesen, Sebastian]', '[Scheufele, Rolf]'];https://www.sciencedirect.com/science/article/pii/S0164070416000033;https://doi.org/10.1016/j.jmacro.2016.01.002;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
488;Nonlinearities in the U.S. wage Phillips curve;['[Donayre, Luiggi]', '[Panovska, Irina]'];https://www.sciencedirect.com/science/article/pii/S0164070416000057;https://doi.org/10.1016/j.jmacro.2016.01.004;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
489;Price setting & price stickiness: A developing economy perspective;['[Choudhary, M. Ali]', '[Faheem, Abdul]', '[Hanif, M. Nadim]', '[Naeem, Saima]', '[Pasha, Farooq]'];https://www.sciencedirect.com/science/article/pii/S0164070416000045;https://doi.org/10.1016/j.jmacro.2016.01.003;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
490;The time-varying degree of inflation expectations anchoring;['[Strohsal, Till]', '[Melnick, Rafi]', '[Nautz, Dieter]'];https://www.sciencedirect.com/science/article/pii/S0164070416000173;https://doi.org/10.1016/j.jmacro.2016.02.002;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
491;Housing and unemployment: The search for the “American Dream”;['[Reed, Robert R.]', '[Ume, Ejindu S.]'];https://www.sciencedirect.com/science/article/pii/S0164070416000021;https://doi.org/10.1016/j.jmacro.2016.01.001;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
492;Government spending multipliers and the zero lower bound;['[Ji, Yangyang]', '[Xiao, Wei]'];https://www.sciencedirect.com/science/article/pii/S0164070416300039;https://doi.org/10.1016/j.jmacro.2016.03.002;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
493;The impact of the ECB's conventional and unconventional monetary policies on stock markets;['[Haitsma, Reinder]', '[Unalmis, Deren]', '[de Haan, Jakob]'];https://www.sciencedirect.com/science/article/pii/S0164070416000276;https://doi.org/10.1016/j.jmacro.2016.02.004;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
494;Short-sighted managers and learnable sunspot equilibria;['[Shea, Paul]'];https://www.sciencedirect.com/science/article/pii/S0164070416000161;https://doi.org/10.1016/j.jmacro.2016.02.001;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
495;Pensions, education, and growth: A positive analysis;['[Ono, Tetsuo]', '[Uchida, Yuki]'];https://www.sciencedirect.com/science/article/pii/S0164070416300088;https://doi.org/10.1016/j.jmacro.2016.03.005;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
496;Fiscal multipliers in a structural VEC model with mixed normal errors;['[Puonti, Päivi]'];https://www.sciencedirect.com/science/article/pii/S0164070416300064;https://doi.org/10.1016/j.jmacro.2016.03.003;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
497;Productivity shocks, capital intensities, and bank interest rates;['[Dia, Enzo]', '[Menna, Lorenzo]'];https://www.sciencedirect.com/science/article/pii/S0164070416000264;https://doi.org/10.1016/j.jmacro.2016.02.003;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
498;Macroeconomic news and the real interest rates at the zero lower bound;['[Zhang, Ji]'];https://www.sciencedirect.com/science/article/pii/S0164070416300106;https://doi.org/10.1016/j.jmacro.2016.04.002;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
499;Balance-of-payments anti-crises;['[Kumhof, Michael]', '[Yan, Isabel]'];https://www.sciencedirect.com/science/article/pii/S0164070416000288;https://doi.org/10.1016/j.jmacro.2016.02.005;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
500;An evaluation of ECB policy in the Euro's big four;['[Olson, Eric]', '[Wohar, Mark E.]'];https://www.sciencedirect.com/science/article/pii/S0164070416300027;https://doi.org/10.1016/j.jmacro.2016.03.001;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
501;The inequality channel of monetary transmission;['[Areosa, Waldyr Dutra]', '[Areosa, Marta B.M.]'];https://www.sciencedirect.com/science/article/pii/S0164070416300076;https://doi.org/10.1016/j.jmacro.2016.03.004;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
502;Assessing labor market frictions in a small open economy;['[Sheen, Jeffrey]', '[Wang, Ben Zhe]'];https://www.sciencedirect.com/science/article/pii/S0164070416300015;https://doi.org/10.1016/j.jmacro.2016.02.006;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
503;Testing the Ben-Porath effect through the educational patterns of young cohorts;['[Cohen, D.]', '[Leker, L.]'];https://www.sciencedirect.com/science/article/pii/S016407041630009X;https://doi.org/10.1016/j.jmacro.2016.04.001;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
504;Relative price variability and inflation: New evidence;['[Baglan, Deniz]', '[Ege Yazgan, M.]', '[Yilmazkuday, Hakan]'];https://www.sciencedirect.com/science/article/pii/S0164070416300131;https://doi.org/10.1016/j.jmacro.2016.04.004;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
505;Globalization and inflation: A threshold investigation;['[Ahmad, Saad]', '[Civelli, Andrea]'];https://www.sciencedirect.com/science/article/pii/S016407041630012X;https://doi.org/10.1016/j.jmacro.2016.04.005;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
506;Government expenditure composition and fiscal policy spillovers in small open economies within a monetary union;['[Clancy, Daragh]', '[Jacquinot, Pascal]', '[Lozej, Matija]'];https://www.sciencedirect.com/science/article/pii/S0164070416300118;https://doi.org/10.1016/j.jmacro.2016.04.003;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
507;Collateral and growth cycles with heterogeneous agents;['[Bosi, Stefano]', '[Ismael, Mohanad]', '[Venditti, Alain]'];https://www.sciencedirect.com/science/article/pii/S0164070416300155;https://doi.org/10.1016/j.jmacro.2016.04.007;Volume 48 ;Pages 1-350 (June 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/48/suppl/C
508;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070416000197;https://doi.org/10.1016/S0164-0704(16)00019-7;Volume 47, Part B ;Pages 131-330 (March 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/47/part/PB
509;Gender and the business cycle: An analysis of labour markets in the US and UK;['[Razzu, Giovanni]', '[Singleton, Carl]'];https://www.sciencedirect.com/science/article/pii/S0164070415001482;https://doi.org/10.1016/j.jmacro.2015.12.006;Volume 47, Part B ;Pages 131-330 (March 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/47/part/PB
510;Governments’ payment discipline: The macroeconomic impact of public payment delays and arrears;['[Checherita-Westphal, Cristina]', '[Klemm, Alexander]', '[Viefers, Paul]'];https://www.sciencedirect.com/science/article/pii/S0164070415001457;https://doi.org/10.1016/j.jmacro.2015.12.003;Volume 47, Part B ;Pages 131-330 (March 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/47/part/PB
511;Anticipating business-cycle turning points in real time using density forecasts from a VAR;['[Schreiber, Sven]', '[Soldatenkova, Natalia]'];https://www.sciencedirect.com/science/article/pii/S0164070415001445;https://doi.org/10.1016/j.jmacro.2015.12.002;Volume 47, Part B ;Pages 131-330 (March 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/47/part/PB
512;Monetary policy uncertainty and investor expectations;['[Sinha, Arunima]'];https://www.sciencedirect.com/science/article/pii/S0164070415001433;https://doi.org/10.1016/j.jmacro.2015.12.001;Volume 47, Part B ;Pages 131-330 (March 2016);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/47/part/PB
